"eventID","occurrenceID","measurementType","measurementValue","measurementRemarks"
"SCBI_014.20240708","SCBI_014.20240708.IXOSCA.N","Deprecated Vial ID",NA,NA
"SCBI_014.20240708","SCBI_014.20240708.AMBAME.N","Deprecated Vial ID",NA,NA
"SCBI_014.20240708","SCBI_014.20240708.IXOSP.L","Deprecated Vial ID",NA,NA
"SCBI_014.20240729","SCBI_014.20240729.IXOSP.L","Deprecated Vial ID",NA,NA
"SCBI_014.20240729","SCBI_014.20240729.AMBAME.N","Deprecated Vial ID",NA,NA
"SCBI_014.20240729","SCBI_014.20240729.IXOSCA.N","Deprecated Vial ID",NA,NA
"SCBI_014.20240729","SCBI_014.20240729.DERVAR.F","Deprecated Vial ID",NA,NA
"SCBI_014.20240821","SCBI_014.20240821.IXOSCA.N","Deprecated Vial ID",NA,NA
"SCBI_014.20240821","SCBI_014.20240821.IXOSP.L","Deprecated Vial ID",NA,NA
"SCBI_014.20240821","SCBI_014.20240821.AMBAME.N","Deprecated Vial ID",NA,NA
"SCBI_014.20240909","SCBI_014.20240909.IXOSP.L","Deprecated Vial ID",NA,NA
"SCBI_014.20240909","SCBI_014.20240909.IXOSCA.N","Deprecated Vial ID",NA,NA
"SCBI_014.20240909","SCBI_014.20240909.AMBAME.N","Deprecated Vial ID",NA,NA
"SCBI_014.20241009","SCBI_014.20241009.IXOSP.L","Deprecated Vial ID",NA,NA
"SCBI_014.20140610","10c59c74-f080-4745-bca1-caa4c3b12c28","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","4f7d9c87-35bc-4591-8268-f92ddb38cfd5","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","9011a3d4-c6b8-4807-815e-6e660ff3f14e","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","fa7976fc-30ca-4057-a1e0-8ee078970c33","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","7e658202-881f-4193-a48b-ef29e49ea401","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","4c551bdc-c86d-4fe0-a79a-018068d26411","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","d32cc421-46b3-430f-b716-53d78ea81819","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","f68c5b77-aa43-42bf-b26a-230f8513bb7a","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","ba931bb9-db3b-4588-b97f-487b9d1d8635","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","51de664f-24d6-494d-9eda-9a69ac2f1eda","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","d452f80c-589e-4b36-93fb-ac2037690241","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","bc0e19bb-5ee9-4f60-8193-8b7f4fc4f92d","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","b549244d-ba71-486b-a108-331a313ee15b","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","d7f94665-52fe-4e08-8abd-9bf775f01a31","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","239a61f0-390d-45c8-8dab-18b0f38d8ae9","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","a635609c-2fd8-4dbf-b1a0-73ce0144c3d9","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","4b473c33-4b85-43ed-a75c-65d617b5462f","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","48b31359-26f2-406d-a531-262eb9bbb70d","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","f5e5dc02-9e7a-4844-a0cc-99a640dab63e","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","5fcc0965-4e84-4eb3-a165-49cbe4627ac7","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","b11875e1-2711-42ec-b3b2-bed81d210484","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","748991f3-6541-484a-8c6a-1040090e9d86","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","acf3f2c0-a811-45b0-a6eb-0f2ba6079709","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","dcbebe1c-1cd9-4199-81ce-906dc83e55ef","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","00354e35-eec8-4a62-8929-1818dcefd24b","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","231c85cc-7261-45b0-b98b-8ac94ae9c606","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","434f27b5-c73e-4bfa-abd6-c1dd2193875f","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","b45faeeb-62de-44b5-97d4-56e0a57a60fd","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","678c2b7b-78a4-4c04-af1f-571bdb2fa053","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","a9cc2282-9d7f-4701-8ddf-a3f5cc49ecf0","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","55f4990a-1366-4f0f-b786-fe5452c29005","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","665b88bd-8485-48f2-978b-2a85c613b588","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","5a7d8d3c-9797-438c-bc60-e0ebddf7ae5d","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","b3f68383-5da2-459a-b0c4-44780d47d3c2","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","ed2ef315-3454-417b-8c9c-1a53cc01d9ff","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","6133b654-8d15-4e7a-a332-ab9035809633","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","bea81eec-5c09-44ae-b6d5-54502a2d4421","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","3cd77aaf-36ca-47ae-9bbc-be24d8397ec3","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","fa8e7b26-3e7f-4bae-99fe-fb8aa1897703","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","c1e1eb19-d965-443b-80ef-c2204aa02537","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","da502af4-934b-466f-9dc8-a71cab524988","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","5aa1ca44-612c-48a1-8c2d-0f77ea094b47","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","c012c290-f8d2-470b-8ce5-cdd597561489","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","ceb251ef-b6cf-4d87-a82b-d3f081012513","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","1729e41a-8be5-44e1-afc7-6f4e2af293fe","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","b09e439c-5061-449b-8496-b72a44e9fc47","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","b6f30ae0-dcc8-460a-a6a7-8c243b79c276","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","9c9925e4-dabd-4bd7-918f-f0cce7539bd2","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","3a77a9e8-8fc5-4656-98e0-40cb12df296f","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","57ee2de0-c810-46d8-9e71-15516f81c951","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","17e92fe6-0218-4ee5-96a7-b9a9ac400f23","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","643bbd11-cf3a-4280-a424-6790bea42041","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","e0a30ea3-a4e5-422d-9ae9-18e8500e6f47","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","957c7098-6e0b-4767-b9a9-5eb867b79624","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","ecd27cf7-1efe-4bae-a614-faff0f0de632","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","a4622cfd-8fa9-4f2c-a1a2-49cafd8e056b","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","dff824d5-7684-40a6-a934-5412fbdcf340","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","eb38bfb7-adef-49d0-8e79-02d4b8153d45","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","6078b4de-fbe6-4018-9c7c-abdcdc808c42","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","2218fdf0-5c7c-4524-b1f7-c5805eaf9140","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","fa8b4358-78ed-48b9-b40f-8a740721891b","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","7a9fdfec-6abc-49c6-9522-face0a697e09","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","4d63a951-f0ad-4212-8119-5c259a941a4e","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","8b69fcc3-c986-470a-b7ec-544cc076747e","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","97c723cc-d3ef-49ae-8bc2-62dfe13b6aa2","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","873eadac-63ba-4927-8f00-5d75759d150d","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","f7ae3a07-cfec-4713-bdc3-326bc340e585","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","2cbfd163-2af6-48aa-afba-57689f91d2b3","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","8867800d-fe04-4e5f-87d2-dafe9c846971","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","3df7a190-f229-4f0a-99a2-42351f04f6a8","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","ad524506-1e1b-4f23-b9e5-ae4a81f39c34","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","ca6990b6-8495-406f-8603-cb0b574a2006","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","e0434323-c8ea-4258-9ec8-21162a4a173a","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","21ec2773-7471-4954-aadf-caccae543c6b","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","105e5c33-d712-4109-b210-7c701dba4c69","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","ee94d3f2-5ec5-4fc7-869e-cd56b79b54da","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","a846a6c6-ba5f-4112-94c0-34e4a8cd60a1","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","68a35c0d-269a-4ae3-8c50-dd8f0a097947","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","45f688a2-1c63-4994-9da8-5130594dba4d","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","fa6c6087-fd33-4279-a4ab-43794a298f9b","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","6f1fe151-e558-43be-89b0-4dcf00166eca","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","5ee91a3a-9c98-4c73-832a-41629623e504","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","fee681ad-12c9-45d2-a2fe-c636863da963","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","3f8dd577-6350-436b-b506-ac8f492fc4ba","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","de505641-1a31-4596-9aa3-6deaac69263d","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","b807f80d-b3c3-4382-b51b-8418b85cf532","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","4ee72cfa-70c0-4232-b950-00d0a2b118e6","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","df6fd60b-c009-433d-8311-cc281557fc92","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","b04c985a-9309-4e61-86ba-4eb5db4a4614","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","a626e6d7-c6d3-40b6-a8dd-4c9e1c9ed7b2","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","84b0c7e9-9e8a-4fca-b2eb-95210b5b577a","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","918f22fe-3f76-46d3-a919-bb379d627e9b","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","1b8e4249-797e-418f-b5e0-5a7e10850530","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","40fd1054-f977-40a9-9387-e7b7ff73b446","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","a8203d1a-24da-4906-ad20-74b93ccb4e18","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","eede9c46-79c1-4936-9c31-ee54f9bcb4d0","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","1117f5ab-ec50-4fea-a151-601cdaff2850","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","c981ace0-5aba-4aab-a46e-4746e9eb6ae8","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","9e699b38-7347-42d8-b319-ec46ae9fd06b","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","4fb2775a-ff98-489e-947e-4f616d1495e8","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","9b8693fa-22c7-440e-a3f8-e2ea09768ad7","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","1f48a98d-f5cf-4a99-8949-be7945636177","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","324b00f2-b7ee-4f4d-8501-6cb96617b940","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","084607eb-2358-49c3-9e87-95c4e2ce30ca","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","9ea255b9-e0c1-47ec-8690-17634321ab19","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","9a1a8a39-1cad-41a7-a5e0-d45be2472da0","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","941f6e23-0d6a-4790-a482-7089bd7f6b6e","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","b38d7d60-6d6b-4b1f-9c6e-40baea86538c","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","2592836b-95aa-473a-8fa1-06bc94c7b172","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","3f590092-4f59-4682-9604-bab049c11a32","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","c569bba0-645c-4286-9973-e8aa04ccc9a2","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","0fa6098f-9c75-40ff-9245-2b8f01ff4c43","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","33b82a44-e73c-4ff2-9ba3-799c2660851e","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","7ee09ca1-fd82-4cb9-810a-c06eeb38aad6","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","5c6d8bfc-2487-4924-bcf5-6acfc664e172","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","02573db8-fb1e-4a45-8701-1e82659696b9","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","776253f6-4d7d-453a-bfcb-25c59564ac85","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","ccf3a761-a664-42f9-9319-8a200225b375","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","05b5a55f-8321-415e-b7ca-fd980bbde734","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","462ae3a8-baba-4fb5-b89c-f2dcbb90aa82","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","428a99b1-7259-4afb-971c-0b3632388478","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","24e5b1e9-ad7d-4dc3-9fcc-1d6ed45183ff","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","fcfcbf2d-069d-4a79-98ad-2b6f1205638b","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","ea7ea3e2-bde2-4ab6-816c-db3ecd13950f","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","1ebb85f7-188e-48e2-8d2a-463f2b2c56f4","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","89fc802b-ab85-4336-931a-b90e409d0ffa","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","fb8d8c54-70d2-4a11-af25-475113dba897","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","e52de40c-d5bd-4d92-bfd0-d71dfb95ba9e","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","59fac936-c7bc-4703-9ca1-0b0d0cb48bb6","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","83177690-b165-4142-8a84-de9f230bc3fa","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","7959a9a8-8476-46d0-b82f-1405628f06fa","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","0afb99ea-b9a7-42a6-9ca6-efe5b35018c2","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","47560f23-203e-451b-9d08-d280e50caba0","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","f853f61d-5fbc-4eec-aa27-182cbdbb0191","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","4d3b6c74-4245-4c9a-8bab-e41597727191","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","5d273d97-17f9-42d5-a8cc-77eaaa15feff","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","6bea7754-c5e3-481f-9407-28f6a6240efc","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","dd24f9d1-0b44-40d9-94c5-39555c7a9451","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","8186837c-8376-45de-970a-07cb2b28afc4","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","b2ea88da-58aa-4d00-827e-f582dc597d17","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","3e35d53c-4b83-44fe-9d15-85cc8a2646f1","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","81cc437a-8bb1-470b-b757-ba7337debea9","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","4e10696d-f219-4809-9bb8-cd6e9b695a07","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","ad9c9cd7-7bb0-42f3-8c4e-aec6018ad1df","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","ca0d7bbf-e57f-4f71-889e-e5d7189fec6d","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","7874571e-1f8f-41e6-b78d-35c84dab02d3","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","a9edadba-994c-4b59-a468-160e1be59f79","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","abdd945e-3bf0-45af-89f7-be8f23feb23a","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","b741db3f-877e-4a3a-ad20-8361e29c8563","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","7b2712ff-4184-423f-a4cf-02d1d48d5f72","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","d9909b42-278d-4a2d-ba04-a609b46e7a0d","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","b1f8644d-e911-4276-bb8c-9712fda1af99","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","ec63264a-eea1-4a13-9b80-2a120fea228a","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","0da0fea9-eda2-4039-a55f-fcdcc6dc8cc1","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","a60d2093-c7bc-4261-a2e4-1d51b78a154c","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","d3886f39-aaa8-4135-8c4a-d9f4f69177e2","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","90dc3a88-6381-4275-8a05-b6257e7f182f","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","d5aad807-af24-4110-9d3f-096fef1bcf8b","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","b4906263-e970-4179-82b0-7e5629361b9e","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","1ddf5f0b-c977-462b-8483-ed74e0f41a0d","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","a216e6d9-a86e-4ea4-b780-9bb5c818018b","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","93080945-93a9-4304-aa24-91de43733828","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","1cfdf8e1-0796-4088-9009-2a2624363fd3","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","9851a5ee-7287-4c15-a04d-3d654461ad2e","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","c7b314ed-76d8-4c0b-a800-cb5f672d2ed2","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","b69f9072-dca1-4954-b373-576c1b64d659","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","7a4a7077-8508-4876-9dda-a50cb753942e","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","aff1daba-1223-491d-bc9b-cfaa801e7abb","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","1dbf8dc3-9b79-4cf7-a9be-050e2a85a87c","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","462b458a-cddf-403e-90f2-cfbcdfbc6b30","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","7058736e-701a-4125-9805-716bd4517bb3","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","1c3d8f66-6879-45c5-aa8e-ca2f1e80105b","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","97b1dc5a-90f1-4db0-b25b-f6ba661ac9b5","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","18d5a978-2248-4b8c-809a-0363f3e62d6e","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","5343fc09-6f79-44a1-83e8-385fe52eef07","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","117c1cb6-c37c-4163-a222-afdfc732990b","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","d6e9144c-a7d4-491a-bd20-fc5a05fe6138","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","17bf2e6a-d769-4620-8dff-a56c51dca516","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","e5b606d1-12f3-4e3a-89fa-fd76e90613ed","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","8d38cbb0-d0fb-49a7-84b4-56bb264a8cfa","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","0e987294-5afd-4098-91e9-e42e708fede5","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","f6ddc177-db86-4b6d-b2ab-489861445f04","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","e3d1756a-f399-4e4a-816b-af66765a7c44","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","b73086d0-1def-40bf-ade8-e664d56658bb","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","d2b0a61a-55b9-4237-8a25-05d733d8ecb3","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","a9e99a31-1850-48f4-ae26-aa027fcf6dae","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","114a7b86-b105-4b86-9012-e750c5efc015","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","c9f2c5b8-3844-40f2-b498-1f5ad6473c15","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","a4f00473-2239-4f28-a829-ca67f97e71f7","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","f859fb05-d67e-4cec-8e96-cfcee042c1f9","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","d4dd4166-38d0-4c1f-9abf-e934e3949506","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","f505704e-7f6e-4a7b-80ed-1626cb9e7398","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","b9b9ae44-7705-44d6-be9b-41bf541bce34","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","7499c774-9a1d-4f4c-a04d-a8745968e280","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","a56b4e17-f311-4c53-af6b-19964e4e6531","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","8cb2665f-bdc3-4752-9d64-36a61e504535","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","5a39d48f-3dd8-42a3-9624-4b2f966c24ce","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","86eae730-b860-4b5c-9a61-7650986ab19a","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","a78f5bd5-74c1-4d19-9633-930e0e23253c","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","cc64b52a-f857-4d87-82a1-c867c90e3b33","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","fb79278e-4053-4e63-baac-962ff5fd7f2b","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20140610","674280cb-f94a-4b76-a850-508280065c98","Tick Pathogen Sample Condition","OK",NA
