"eventID","parentEventID","habitat","locationID","countryCode","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","geodeticDatum","locality","sampleSizeValue","sampleSizeUnit","eventDate","eventType","samplingProtocol","eventRemarks","identifiedBy","county","stateProvince","minimumElevationInMeters","maximumElevationInMeters","verbatimElevation"
"SCBI_013","SCBI","deciduousForest","SCBI_013","US",38.873041,-78.163313,20.2,"WGS84","SCBI_013",160,"m","2014-06-10 17:53:00/2024-10-09 17:17:00","survey","Drag sampling | Flagging",,"Georgia Southern University | University of Massachusetts Laboratory of Medical Zoology",,,361,361.6,"361.3m"
"SCBI_007","SCBI","deciduousForest","SCBI_007","US",38.886022,-78.129368,20.3,"WGS84","SCBI_007",160,"m","2014-06-10 20:02:00/2024-10-09 17:29:00","survey","Drag sampling | Flagging",,"Georgia Southern University | University of Massachusetts Laboratory of Medical Zoology",,,427,427.8,"427.4m"
"SCBI_002","SCBI","deciduousForest","SCBI_002","US",38.893863,-78.1427,20.3,"WGS84","SCBI_002",160,"m","2014-06-11 15:44:00/2024-10-09 19:42:00","survey","Drag sampling | Flagging",,"Georgia Southern University | University of Massachusetts Laboratory of Medical Zoology",,,328.6,329.4,"329m"
"SCBI_039","SCBI","pastureHay","SCBI_039","US",38.896433,-78.166542,20.1,"WGS84","SCBI_039",160,"m","2014-07-02 14:22:00/2018-10-01 14:36:00","survey","Drag sampling | Flagging",,"Georgia Southern University",,,330.7,330.9,"330.8m"
"SCBI_008","SCBI","deciduousForest","SCBI_008","US",38.887797,-78.148905,20.2,"WGS84","SCBI_008",160,"m","2023-08-28 19:02:00/2024-10-09 17:22:00","survey","Drag sampling | Flagging",,"Georgia Southern University | University of Massachusetts Laboratory of Medical Zoology",,,344.3,344.9,"344.6m"
"SERC_005","SERC","deciduousForest","SERC_005","US",38.894058,-76.546297,20.2,"WGS84","SERC_005",160,"m","2015-05-04 15:50:00/2024-09-23 15:28:00","survey","Drag sampling | Flagging",,"Georgia Southern University | University of Massachusetts Laboratory of Medical Zoology",,,4.7,5.1,"4.9m"
"SERC_006","SERC","deciduousForest","SERC_006","US",38.880025,-76.548383,20.3,"WGS84","SERC_006",160,"m","2015-05-04 17:22:00/2024-09-23 16:43:00","survey","Drag sampling | Flagging",,"Georgia Southern University | University of Massachusetts Laboratory of Medical Zoology",,,2.5,3.5,"3m"
"SERC_002","SERC","deciduousForest","SERC_002","US",38.896257,-76.55818,20.1,"WGS84","SERC_002",160,"m","2015-05-04 18:28:00/2024-09-17 14:56:00","survey","Drag sampling | Flagging",,"Georgia Southern University | University of Massachusetts Laboratory of Medical Zoology",,,17.2,17.4,"17.3m"
"SERC_012","SERC","deciduousForest","SERC_012","US",38.880016,-76.561641,20.1,"WGS84","SERC_012",160,"m","2015-05-04 19:34:00/2024-09-23 16:00:00","survey","Drag sampling | Flagging",,"Georgia Southern University | University of Massachusetts Laboratory of Medical Zoology",,,19.2,19.4,"19.3m"
"SERC_001","SERC","deciduousForest","SERC_001","US",38.868184,-76.535301,20.2,"WGS84","SERC_001",160,"m","2015-05-04 20:26:00/2024-09-16 17:55:00","survey","Drag sampling | Flagging",,"Georgia Southern University | University of Massachusetts Laboratory of Medical Zoology",,,2.3,2.7,"2.5m"
"SERC_023","SERC","cultivatedCrops","SERC_023","US",38.873978,-76.535923,20.1,"WGS84","SERC_023",160,"m","2015-05-05 12:45:00/2024-09-16 17:15:00","survey","Drag sampling | Flagging",,"Georgia Southern University | University of Massachusetts Laboratory of Medical Zoology",,,6.8,7,"6.9m"
"DSNY_001","DSNY","woodyWetlands","DSNY_001","US",28.098062,-81.418561,20.1,"WGS84","DSNY_001",160,"m","2014-04-16 21:24:00/2024-09-03 14:36:00","survey","Drag sampling | Flagging",,"Georgia Southern University",,,20.2,20.4,"20.3m"
"DSNY_004","DSNY","woodyWetlands","DSNY_004","US",28.101022,-81.399501,20.1,"WGS84","DSNY_004",160,"m","2014-04-17 13:40:00/2024-09-04 16:00:00","survey","Drag sampling | Flagging","identifiedBy is NA because there are no occurrence records for this event",,,,18.6,18.8,"18.7m"
"DSNY_005","DSNY","woodyWetlands","DSNY_005","US",28.040497,-81.394482,20.1,"WGS84","DSNY_005",160,"m","2014-04-17 14:25:00/2024-09-03 16:56:00","survey","Drag sampling | Flagging",,"Georgia Southern University | University of Massachusetts Laboratory of Medical Zoology",,,16.5,16.7,"16.6m"
"DSNY_002","DSNY","woodyWetlands","DSNY_002","US",28.048725,-81.415426,20.1,"WGS84","DSNY_002",160,"m","2014-04-17 14:48:00/2014-06-20 13:56:00","survey","Drag sampling | Flagging","identifiedBy is NA because there are no occurrence records for this event",,,,17.1,17.3,"17.2m"
"DSNY_006","DSNY","woodyWetlands","DSNY_006","US",28.093704,-81.398045,20.1,"WGS84","DSNY_006",160,"m","2014-04-17 15:12:00/2024-09-04 17:36:00","survey","Drag sampling | Flagging",,"Georgia Southern University",,,20,20.2,"20.1m"
"DSNY_014","DSNY","woodyWetlands","DSNY_014","US",28.063947,-81.427139,20.2,"WGS84","DSNY_014",160,"m","2015-06-18 20:40:00/2015-07-10 18:15:00","survey","Drag sampling | Flagging","identifiedBy is NA because there are no occurrence records for this event",,,,17.5,17.9,"17.7m"
"DSNY_008","DSNY","woodyWetlands","DSNY_008","US",28.047337,-81.403204,20.1,"WGS84","DSNY_008",160,"m","2015-06-18 22:20:00/2024-08-29 14:57:00","survey","Drag sampling | Flagging",,"Georgia Southern University | University of Massachusetts Laboratory of Medical Zoology",,,18.7,18.9,"18.8m"
"DSNY_021","DSNY","pastureHay","DSNY_021","US",28.053635,-81.392353,20.1,"WGS84","DSNY_021",160,"m","2016-03-22 18:18:00/2024-08-29 13:39:00","survey","Drag sampling | Flagging","identifiedBy is NA because there are no occurrence records for this event",,,,17,17.2,"17.1m"
"JERC_005","JERC","evergreenForest","JERC_005","US",31.194878,-84.452157,20.3,"WGS84","JERC_005",160,"m","2014-06-11 17:44:00/2016-07-20 13:40:00","survey","Drag sampling | Flagging","identifiedBy is NA because there are no occurrence records for this event",,,,47.7,48.5,"48.1m"
"JERC_002","JERC","evergreenForest","JERC_002","US",31.194058,-84.461542,20.6,"WGS84","JERC_002",160,"m","2014-06-11 18:15:00/2024-09-03 20:57:00","survey","Drag sampling | Flagging",,"Georgia Southern University",,,48.7,50.7,"49.7m"
"JERC_004","JERC","cultivatedCrops","JERC_004","US",31.190116,-84.46738,20.1,"WGS84","JERC_004",160,"m","2014-06-11 18:45:00/2024-09-03 22:29:00","survey","Drag sampling | Flagging",,"University of Massachusetts Laboratory of Medical Zoology",,,43.1,43.7,"43.4m"
"JERC_010","JERC","deciduousForest","JERC_010","US",31.209229,-84.470521,20.4,"WGS84","JERC_010",160,"m","2014-06-11 19:45:00/2024-09-03 19:51:00","survey","Drag sampling | Flagging",,"Georgia Southern University | University of Massachusetts Laboratory of Medical Zoology",,,40.1,41.5,"40.8m"
"JERC_044","JERC","mixedForest","JERC_044","US",31.195549,-84.482479,20.1,"WGS84","JERC_044",160,"m","2014-06-11 20:38:00/2015-10-13 14:28:00","survey","Drag sampling | Flagging","identifiedBy is NA because there are no occurrence records for this event",,,,42.4,42.6,"42.5m"
"JERC_034","JERC","deciduousForest","JERC_034","US",31.198824,-84.491213,20.1,"WGS84","JERC_034",160,"m","2014-06-11 21:13:00/2018-09-06 17:30:00","survey","Drag sampling | Flagging","identifiedBy is NA because there are no occurrence records for this event",,,,44.7,45.1,"44.9m"
"JERC_081","JERC","mixedForest","JERC_081","US",31.198084,-84.481368,20.1,"WGS84","JERC_081",160,"m","2015-08-11 16:30:00/2024-09-03 18:35:00","survey","Drag sampling | Flagging",,"Georgia Southern University",,,43.8,44,"43.9m"
"JERC_011","JERC","evergreenForest","JERC_011","US",31.184787,-84.4667,20.2,"WGS84","JERC_011",160,"m","2016-06-08 17:05:00/2024-09-03 20:26:00","survey","Drag sampling | Flagging",,"Georgia Southern University",,,39.5,39.9,"39.7m"
"JERC_001","JERC","deciduousForest","JERC_001","US",31.195474,-84.476331,20.1,"WGS84","JERC_001",160,"m","2019-09-09 21:19:00/2021-09-08 16:00:00","survey","Drag sampling | Flagging","identifiedBy is NA because there are no occurrence records for this event",,,,35,35.2,"35.1m"
"JERC_030","JERC","mixedForest","JERC_030","US",31.184164,-84.475005,20.2,"WGS84","JERC_030",160,"m","2022-03-23 16:00:00/2024-09-03 19:10:00","survey","Drag sampling | Flagging",,"Georgia Southern University | University of Massachusetts Laboratory of Medical Zoology",,,32.7,33.3,"33m"
"OSBS_002","OSBS","evergreenForest","OSBS_002","US",29.703656,-81.958372,20.6,"WGS84","OSBS_002",160,"m","2014-04-17 12:44:00/2024-09-09 14:46:00","survey","Drag sampling | Flagging",,"Georgia Southern University | University of Massachusetts Laboratory of Medical Zoology",,,33.8,36.2,"35m"
"OSBS_003","OSBS","evergreenForest","OSBS_003","US",29.693693,-81.94701,20.3,"WGS84","OSBS_003",160,"m","2014-04-17 14:08:00/2017-09-20 14:14:00","survey","Drag sampling | Flagging",,"Georgia Southern University",,,37.7,38.7,"38.2m"
"OSBS_022","OSBS","emergentHerbaceousWetlands","OSBS_022","US",29.688309,-81.961968,20.1,"WGS84","OSBS_022",160,"m","2014-04-17 16:30:00/2017-08-24 16:00:00","survey","Drag sampling | Flagging",,"Georgia Southern University",,,24.2,24.4,"24.3m"
"OSBS_004","OSBS","evergreenForest","OSBS_004","US",29.683403,-81.960448,20.4,"WGS84","OSBS_004",160,"m","2014-04-17 18:08:00/2024-09-09 16:29:00","survey","Drag sampling | Flagging",,"Georgia Southern University | University of Massachusetts Laboratory of Medical Zoology",,,41.3,42.3,"41.8m"
"OSBS_001","OSBS","woodyWetlands","OSBS_001","US",29.704063,-82.008061,20.3,"WGS84","OSBS_001",160,"m","2014-04-17 19:36:00/2024-09-09 15:26:00","survey","Drag sampling | Flagging",,"Georgia Southern University | University of Massachusetts Laboratory of Medical Zoology",,,34.1,34.7,"34.4m"
"OSBS_005","OSBS","woodyWetlands","OSBS_005","US",29.697923,-82.025623,20.4,"WGS84","OSBS_005",160,"m","2014-04-17 21:07:00/2019-07-15 20:42:00","survey","Drag sampling | Flagging",,"Georgia Southern University",,,34.8,37.2,"36m"
"OSBS_048","OSBS","deciduousForest","OSBS_048","US",29.678818,-81.947792,20.2,"WGS84","OSBS_048",160,"m","2018-04-05 17:33:00/2024-09-09 17:00:00","survey","Drag sampling | Flagging",,"Georgia Southern University | University of Massachusetts Laboratory of Medical Zoology",,,36.5,37.3,"36.9m"
"OSBS_063","OSBS","mixedForest","OSBS_063","US",29.688556,-81.970004,20.1,"WGS84","OSBS_063",160,"m","2020-03-11 13:12:00/2024-09-09 18:28:00","survey","Drag sampling | Flagging",,"Georgia Southern University | University of Massachusetts Laboratory of Medical Zoology",,,38.5,38.7,"38.6m"
"OSBS_077","OSBS","woodyWetlands","OSBS_077","US",29.678312,-82.015674,20.1,"WGS84","OSBS_077",160,"m","2020-03-12 16:23:00/2024-09-10 15:40:00","survey","Drag sampling | Flagging",,"Georgia Southern University | University of Massachusetts Laboratory of Medical Zoology",,,29.5,29.9,"29.7m"
"GUAN_002","GUAN","evergreenForest","GUAN_002","US",17.972295,-66.826103,,"WGS84","GUAN_002",160,"m","2016-04-13 11:00:00/2024-10-01 16:00:00","survey","Drag sampling | Flagging","identifiedBy is NA because there are no occurrence records for this event",,,,87.5,88.1,"87.8m"
"GUAN_031","GUAN","evergreenForest","GUAN_031","US",17.962171,-66.844084,,"WGS84","GUAN_031",160,"m","2016-04-13 12:30:00/2024-10-01 16:00:00","survey","Drag sampling | Flagging","identifiedBy is NA because there are no occurrence records for this event",,,,43.3,43.5,"43.4m"
"GUAN_064","GUAN","evergreenForest","GUAN_064","US",17.969936,-66.850735,,"WGS84","GUAN_064",160,"m","2016-04-13 13:25:00/2024-10-01 16:00:00","survey","Drag sampling | Flagging","identifiedBy is NA because there are no occurrence records for this event",,,,115.1,120.3,"117.7m"
"GUAN_006","GUAN","evergreenForest","GUAN_006","US",17.964057,-66.8751,,"WGS84","GUAN_006",160,"m","2016-04-13 14:39:00/2024-10-01 16:00:00","survey","Drag sampling | Flagging","identifiedBy is NA because there are no occurrence records for this event",,,,84.2,84.8,"84.5m"
"GUAN_065","GUAN","evergreenForest","GUAN_065","US",17.972714,-66.873134,,"WGS84","GUAN_065",160,"m","2016-04-13 15:50:00/2024-10-01 16:00:00","survey","Drag sampling | Flagging","identifiedBy is NA because there are no occurrence records for this event",,,,186.8,187.8,"187.3m"
"GUAN_066","GUAN","evergreenForest","GUAN_066","US",17.974132,-66.879606,,"WGS84","GUAN_066",160,"m","2016-04-13 16:55:00/2024-10-01 16:00:00","survey","Drag sampling | Flagging","identifiedBy is NA because there are no occurrence records for this event",,,,197.1,197.5,"197.3m"
"GUAN_004","GUAN","evergreenForest","GUAN_004","US",17.968031,-66.853366,20.1,"WGS84","GUAN_004",160,"m","2016-11-09 17:00:00/2017-07-05 15:45:00","survey","Drag sampling | Flagging","identifiedBy is NA because there are no occurrence records for this event",,,,149.3,149.5,"149.4m"
"LAJA_004","LAJA","pastureHay","LAJA_004","US",18.016761,-67.079966,20.1,"WGS84","LAJA_004",160,"m","2016-05-18 11:05:00/2024-05-20 16:00:00","survey","Drag sampling | Flagging","identifiedBy is NA because there are no occurrence records for this event",,,,11.3,11.5,"11.4m"
"LAJA_005","LAJA","pastureHay","LAJA_005","US",18.026834,-67.085519,20.1,"WGS84","LAJA_005",160,"m","2016-05-18 14:25:00/2024-05-20 16:00:00","survey","Drag sampling | Flagging","identifiedBy is NA because there are no occurrence records for this event",,,,18.5,18.7,"18.6m"
"LAJA_001","LAJA","grasslandHerbaceous","LAJA_001","US",18.025778,-67.076305,20.1,"WGS84","LAJA_001",160,"m","2016-05-18 16:20:00/2024-09-23 14:03:00","survey","Drag sampling | Flagging","identifiedBy is NA because there are no occurrence records for this event",,,,19.1,19.3,"19.2m"
"LAJA_002","LAJA","cultivatedCrops","LAJA_002","US",18.035705,-67.071958,20.1,"WGS84","LAJA_002",160,"m","2016-05-18 18:50:00/2024-09-23 14:41:00","survey","Drag sampling | Flagging","identifiedBy is NA because there are no occurrence records for this event",,,,28.9,29.1,"29m"
"LAJA_003","LAJA","pastureHay","LAJA_003","US",18.024566,-67.081257,20.1,"WGS84","LAJA_003",160,"m","2016-06-30 12:58:00/2024-05-20 16:00:00","survey","Drag sampling | Flagging","identifiedBy is NA because there are no occurrence records for this event",,,,17,17.2,"17.1m"
"LAJA_030","LAJA","evergreenForest","LAJA_030","US",18.038596,-67.070394,20.1,"WGS84","LAJA_030",160,"m","2016-07-01 15:00:00/2024-09-23 13:02:00","survey","Drag sampling | Flagging","identifiedBy is NA because there are no occurrence records for this event",,,,28.2,28.4,"28.3m"
"LAJA_073","LAJA","pastureHay","LAJA_073","US",18.024881,-67.095033,20.1,"WGS84","LAJA_073",160,"m","2024-07-10 12:38:00/2024-09-26 14:19:00","survey","Drag sampling | Flagging","identifiedBy is NA because there are no occurrence records for this event",,,,13.5,13.7,"13.6m"
"LAJA_077","LAJA","pastureHay","LAJA_077","US",18.028002,-67.098629,20.1,"WGS84","LAJA_077",160,"m","2024-07-10 13:41:00/2024-09-26 14:45:00","survey","Drag sampling | Flagging","identifiedBy is NA because there are no occurrence records for this event",,,,18.4,18.6,"18.5m"
"LAJA_075","LAJA","pastureHay","LAJA_075","US",18.02389,-67.092849,20.1,"WGS84","LAJA_075",160,"m","2024-07-10 14:13:00/2024-09-26 13:46:00","survey","Drag sampling | Flagging","identifiedBy is NA because there are no occurrence records for this event",,,,13.7,13.9,"13.8m"
"STEI_002","STEI","deciduousForest","STEI_002","US",45.796166,-90.091454,20.2,"WGS84","STEI_002",160,"m","2015-08-12 15:19:00/2024-09-02 18:06:00","survey","Drag sampling | Flagging",,"Georgia Southern University | University of Massachusetts Laboratory of Medical Zoology",,,518.4,519,"518.7m"
"STEI_001","STEI","deciduousForest","STEI_001","US",45.81299,-90.091127,20.2,"WGS84","STEI_001",160,"m","2015-08-12 16:15:00/2024-09-02 19:08:00","survey","Drag sampling | Flagging",,"Georgia Southern University | University of Massachusetts Laboratory of Medical Zoology",,,508.1,508.9,"508.5m"
"STEI_023","STEI","woodyWetlands","STEI_023","US",45.824017,-90.096171,20.2,"WGS84","STEI_023",160,"m","2015-08-12 17:50:00/2024-09-02 18:55:00","survey","Drag sampling | Flagging",,"Georgia Southern University | University of Massachusetts Laboratory of Medical Zoology",,,480.1,480.7,"480.4m"
"STEI_005","STEI","deciduousForest","STEI_005","US",45.825114,-90.085879,20.2,"WGS84","STEI_005",160,"m","2015-08-12 19:03:00/2024-09-02 17:35:00","survey","Drag sampling | Flagging",,"Georgia Southern University | University of Massachusetts Laboratory of Medical Zoology",,,508.2,508.8,"508.5m"
"STEI_003","STEI","deciduousForest","STEI_003","US",45.824082,-90.071061,20.2,"WGS84","STEI_003",160,"m","2015-08-12 20:00:00/2024-09-02 16:52:00","survey","Drag sampling | Flagging",,"Georgia Southern University | University of Massachusetts Laboratory of Medical Zoology",,,510.6,511.2,"510.9m"
"STEI_029","STEI","mixedForest","STEI_029","US",45.832881,-90.07549,20.2,"WGS84","STEI_029",160,"m","2015-08-12 21:10:00/2024-09-02 20:30:00","survey","Drag sampling | Flagging",,"Georgia Southern University | University of Massachusetts Laboratory of Medical Zoology",,,491.3,491.7,"491.5m"
"TREE_017","TREE","deciduousForest","TREE_017","US",45.493375,-89.57573,20.2,"WGS84","TREE_017",160,"m","2015-06-19 14:10:00/2024-09-17 15:38:00","survey","Drag sampling | Flagging",,"Georgia Southern University | University of Massachusetts Laboratory of Medical Zoology",,,465.5,465.9,"465.7m"
"TREE_019","TREE","mixedForest","TREE_019","US",45.494782,-89.575818,20.3,"WGS84","TREE_019",160,"m","2015-06-19 14:55:00/2024-09-17 15:32:00","survey","Drag sampling | Flagging",,"Georgia Southern University | University of Massachusetts Laboratory of Medical Zoology",,,464.7,465.9,"465.3m"
"TREE_007","TREE","deciduousForest","TREE_007","US",45.4964,-89.559227,20.2,"WGS84","TREE_007",160,"m","2015-06-19 15:50:00/2024-09-17 18:40:00","survey","Drag sampling | Flagging",,"Georgia Southern University | University of Massachusetts Laboratory of Medical Zoology",,,458.4,459,"458.7m"
"TREE_022","TREE","evergreenForest","TREE_022","US",45.494512,-89.551239,20.3,"WGS84","TREE_022",160,"m","2015-06-19 16:40:00/2024-09-17 17:15:00","survey","Drag sampling | Flagging",,"Georgia Southern University | University of Massachusetts Laboratory of Medical Zoology",,,457.1,457.7,"457.4m"
